False,False,False,False,False,False,0.0,24.0,22.0,20.0,00000000
False,False,False,False,False,False,0.0,24.0,22.0,20.0,00000000
False,False,False,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
False,False,False,False,False,False,0.0,24.0,22.0,20.0,00000000
False,False,False,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
False,False,True,True,False,False,0.0,24.0,22.0,20.0,00000000
False,True,True,True,False,False,0.0,24.0,22.0,20.0,00000000
False,True,False,True,True,True,41.7,24.0,22.0,20.0,00000000
False,True,False,True,True,True,41.7,24.0,22.0,20.0,00000000
True,False,True,False,False,False,41.7,24.0,22.0,20.0,00000000
False,True,True,True,False,False,41.7,24.0,22.0,20.0,00000000
False,True,True,True,True,True,41.7,24.0,22.0,20.0,00000000
False,True,True,True,True,True,41.7,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
True,False,True,False,False,False,0.0,24.0,22.0,20.0,00000000
False,False,True,True,False,False,0.0,24.0,22.0,20.0,00000000
False,True,True,True,False,False,0.0,24.0,22.0,20.0,00000000
False,True,False,True,True,True,25.75,24.0,22.0,20.0,00000000
False,True,False,True,True,True,25.812,24.0,22.0,20.0,00000000
True,False,True,False,False,False,25.75,24.0,22.0,20.0,00000000
True,False,True,False,False,False,25.75,24.0,22.0,20.0,00000000
True,False,True,False,False,False,25.75,24.0,22.0,20.0,00000000
True,False,True,False,False,False,25.75,24.0,22.0,20.0,00000000
True,False,True,False,False,False,25.75,24.0,22.0,20.0,00000000
True,False,True,False,False,False,25.75,24.0,22.0,20.0,00000000
True,False,True,False,False,False,25.75,24.0,22.0,20.0,00000000
True,False,True,False,False,False,25.75,24.0,22.0,20.0,00000000
True,False,True,False,False,False,25.75,24.0,22.0,20.0,00000000
False,True,True,True,True,True,25.625,24.0,22.0,20.0,00000000
False,True,True,True,True,True,25.75,24.0,22.0,20.0,00000000
False,True,True,True,True,True,25.812,24.0,22.0,20.0,00000000
False,False,False,False,False,False,25.812,24.0,22.0,20.0,00000000
False,False,False,False,False,False,25.812,24.0,22.0,20.0,00000000
False,False,False,False,False,False,25.812,24.0,22.0,20.0,00000000
False,False,False,False,False,False,25.812,24.0,22.0,20.0,00000000
